No|Date Time|In Temp|In Hum|Out Temp|Out Hum|Out Dew|Out Feel|Wind|Gust|Dir|Abs Pressure|Rel Pressure|Rain Hour|Rain Day|Rain Week|Rain Month|Rain Total
51|11/4/2025 8:46:32 AM|13.3|77|15.7|71|10.5|15.7|1|1.3|90|1010.8|1012|0|0|0|32.4|109.5
52|11/4/2025 8:56:32 AM|13.4|77|15.7|72|10.7|15.7|0.9|2.3|90|1010.7|1011.9|0|0|0|32.4|109.5
53|11/4/2025 9:06:32 AM|13.4|77|15.7|71|10.5|15.7|1|1.3|45|1010.1|1011.3|0|0|0|32.4|109.5
54|11/4/2025 9:16:32 AM|13.5|77|15.8|71|10.6|15.8|0.4|0.7|90|1010.5|1011.7|0|0|0|32.4|109.5
55|11/4/2025 9:26:32 AM|13.6|77|15.8|72|10.8|15.8|0|0|135|1010.8|1012|0|0|0|32.4|109.5
56|11/4/2025 9:36:32 AM|13.7|77|15.8|72|10.8|15.8|0|0|135|1010.7|1011.9|0|0|0|32.4|109.5
57|11/4/2025 9:46:32 AM|13.8|78|15.8|72|10.8|15.8|0|0|135|1010.4|1011.6|0|0|0|32.4|109.5
58|11/4/2025 9:56:32 AM|14.1|78|15.8|72|10.8|15.8|0|0|135|1010.2|1011.4|0|0|0|32.4|109.5
59|11/4/2025 10:06:32 AM|14.3|79|15.8|72|10.8|15.8|0|0|135|1010.1|1011.3|0|0|0|32.4|109.5
60|11/4/2025 10:16:32 AM|14.6|79|16.2|73|11.3|16.2|2.4|3|0|1009.9|1011.1|0|0|0|32.4|109.5
61|11/4/2025 10:26:32 AM|14.8|79|16.2|73|11.3|16.2|2.4|3|0|1010.2|1011.4|0|0|0|32.4|109.5
62|11/4/2025 10:36:32 AM|15.1|79|16.2|73|11.3|16.2|2.4|3|0|1010.9|1012.1|0|0|0|32.4|109.5
63|11/4/2025 10:46:32 AM|15.3|79|16.6|76|12.3|16.6|1.2|1.3|45|1011.5|1012.7|0|0|0|32.4|109.5
64|11/4/2025 10:56:32 AM|15.4|79|16.6|76|12.3|16.6|1.2|1.3|45|1011.5|1012.7|0|0|0|32.4|109.5
65|11/4/2025 11:06:32 AM|15.7|79|16.6|76|12.3|16.6|1.2|1.3|45|1011.5|1012.7|0|0|0|32.4|109.5
66|11/4/2025 11:16:32 AM|15.8|80|16.6|76|12.3|16.6|1.2|1.3|45|1011.9|1013.1|0|0|0|32.4|109.5
67|11/4/2025 11:26:32 AM|15.9|80|16.6|76|12.3|16.6|1.2|1.3|45|1011.8|1013|0|0|0|32.4|109.5
68|11/4/2025 11:36:32 AM|15.9|79|17|77|12.9|17|1.7|2.3|45|1011.7|1012.9|0|0|0|32.4|109.5
69|11/4/2025 11:46:32 AM|16.1|79|17.1|78|13.3|17.1|1.2|1.7|0|1011.2|1012.4|0|0|0|32.4|109.5
70|11/4/2025 11:56:32 AM|16.2|79|17|78|13.2|17|2.6|4|45|1011.1|1012.3|0|0|0|32.4|109.5
71|11/4/2025 12:06:32 PM|16.3|79|17.2|78|13.4|17.2|2.1|3|45|1011|1012.2|0|0|0|32.4|109.5
72|11/4/2025 12:16:32 PM|16.3|79|17.4|78|13.6|17.4|1.4|1.7|45|1011.1|1012.3|0|0|0|32.4|109.5
73|11/4/2025 12:26:32 PM|16.5|79|17.6|78|13.8|17.6|1.6|2.3|45|1010.6|1011.8|0|0|0|32.4|109.5
74|11/4/2025 12:36:32 PM|16.8|80|18.1|77|14|18.1|1.3|1.7|135|1010.3|1011.5|0|0|0|32.4|109.5
75|11/4/2025 12:46:32 PM|17.1|80|18.2|76|13.9|18.2|2|2.3|135|1010.3|1011.5|0|0|0|32.4|109.5
76|11/4/2025 12:56:32 PM|17.4|80|18.7|74|14|18.7|1.9|2.6|90|1009.8|1011|0|0|0|32.4|109.5
77|11/4/2025 1:06:32 PM|17.8|80|19|73|14.1|19|1.8|2.6|90|1009.5|1010.7|0|0|0|32.4|109.5
78|11/4/2025 1:16:32 PM|18.1|80|19|74|14.3|19|1.1|1.3|90|1009.3|1010.5|0|0|0|32.4|109.5
79|11/4/2025 1:26:32 PM|18.3|80|19.3|73|14.3|19.3|2.5|3.3|90|1008.9|1010.1|0|0|0|32.4|109.5
80|11/4/2025 1:36:32 PM|18.4|80|19.6|73|14.7|19.6|1.6|2.3|90|1008.6|1009.8|0|0|0|32.4|109.5
81|11/4/2025 1:46:32 PM|18.8|80|20.4|72|15.2|20.4|0.7|1|90|1008.6|1009.8|0|0|0|32.4|109.5
82|11/4/2025 1:56:32 PM|19.1|80|20.8|71|15.4|20.8|1.9|2.3|90|1008.3|1009.5|0|0|0|32.4|109.5
83|11/4/2025 2:06:32 PM|19.3|80|21|70|15.3|21|1.5|2|135|1007.9|1009.1|0|0|0|32.4|109.5
84|11/4/2025 2:16:32 PM|19.6|80|20.6|71|15.2|20.6|0.5|1|45|1007.7|1008.9|0|0|0|32.4|109.5
85|11/4/2025 2:26:32 PM|19.8|80|20.6|70|14.9|20.6|1|1.7|0|1007.7|1008.9|0|0|0|32.4|109.5
86|11/4/2025 2:36:32 PM|20.1|80|20.4|71|15.1|20.4|2.1|2.6|45|1007.9|1009.1|0|0|0|32.4|109.5
87|11/4/2025 2:46:32 PM|20.3|80|20.4|70|14.8|20.4|2.1|3|45|1007.6|1008.8|0|0|0|32.4|109.5
88|11/4/2025 2:56:32 PM|20.4|79|20.4|71|15|20.4|2.6|3|90|1007.6|1008.8|0|0|0|32.4|109.5
89|11/4/2025 3:06:32 PM|20.6|78|20.3|72|15.1|20.3|3.7|4.3|135|1007.4|1008.6|0|0|0|32.4|109.5
90|11/4/2025 3:16:32 PM|20.8|78|20.2|73|15.3|20.2|1.9|2.3|90|1007.5|1008.7|0|0|0|32.4|109.5
91|11/4/2025 3:26:32 PM|20.8|78|20.2|74|15.4|20.2|2.8|3.3|135|1007.5|1008.7|0|0|0|32.4|109.5
92|11/4/2025 3:36:32 PM|20.8|78|20.3|74|15.5|20.3|2.5|3.3|90|1007.6|1008.8|0|0|0|32.4|109.5
93|11/4/2025 3:46:32 PM|20.9|78|20.4|75|15.8|20.4|1.7|2|45|1007.9|1009.1|0|0|0|32.4|109.5
94|11/4/2025 3:56:32 PM|20.9|78|20.4|74|15.7|20.4|2.3|2.6|90|1007.3|1008.5|0|0|0|32.4|109.5
95|11/4/2025 4:06:32 PM|20.9|78|20.4|74|15.7|20.4|2.3|2.6|90|1006.9|1008.1|0|0|0|32.4|109.5
96|11/4/2025 4:16:32 PM|20.9|78|20.4|75|15.8|20.4|1|1.3|90|1006.9|1008.1|0|0|0|32.4|109.5
97|11/4/2025 4:26:32 PM|20.9|78|20.5|75|15.9|20.5|1.7|2.3|135|1007.4|1008.6|0|0|0|32.4|109.5
98|11/4/2025 4:36:32 PM|21|78|20.7|74|15.9|20.7|0.3|0.3|90|1007.5|1008.7|0|0|0|32.4|109.5
99|11/4/2025 4:46:32 PM|20.9|78|20.9|73|15.9|20.9|1.6|2.3|135|1007.4|1008.6|0|0|0|32.4|109.5
100|11/4/2025 4:56:32 PM|20.9|78|20.8|73|15.8|20.8|2.8|3.3|90|1007.4|1008.6|0|0|0|32.4|109.5
101|11/4/2025 5:06:32 PM|20.9|78|20.8|73|15.8|20.8|2.8|3.3|90|1007.1|1008.3|0|0|0|32.4|109.5
102|11/4/2025 5:16:32 PM|20.9|78|20.7|75|16.1|20.7|0.4|0.7|135|1007|1008.2|0|0|0|32.4|109.5
103|11/4/2025 5:26:32 PM|20.8|78|20.6|75|16.1|20.6|1|1.3|135|1006.6|1007.8|0|0|0|32.4|109.5
104|11/4/2025 5:36:32 PM|20.8|78|20.6|75|16|20.6|0.5|1.3|45|1006.4|1007.6|0|0|0|32.4|109.5
105|11/4/2025 5:46:32 PM|20.8|78|20.7|75|16.1|20.7|1.3|1.7|180|1006.4|1007.6|0|0|0|32.4|109.5
106|11/4/2025 5:56:32 PM|20.7|78|20.6|75|16.1|20.6|1|1.7|90|1006.3|1007.5|0|0|0|32.4|109.5
107|11/4/2025 6:06:32 PM|20.7|79|20.6|75|16.1|20.6|1|1.7|90|1006.2|1007.4|0|0|0|32.4|109.5
108|11/4/2025 6:16:32 PM|20.7|79|20.6|74|15.8|20.6|1.6|2|90|1006|1007.2|0|0|0|32.4|109.5
109|11/4/2025 6:26:32 PM|20.6|79|20.7|74|15.9|20.7|1.6|2.6|90|1006.2|1007.4|0|0|0|32.4|109.5
110|11/4/2025 6:36:32 PM|20.6|79|20.6|73|15.6|20.6|2.5|3.3|135|1006.2|1007.4|0|0|0|32.4|109.5
111|11/4/2025 6:46:32 PM|20.5|79|20.7|73|15.7|20.7|0.5|0.7|180|1006|1007.2|0|0|0|32.4|109.5
112|11/4/2025 6:56:32 PM|20.4|79|20.7|72|15.4|20.7|1.5|2|90|1006|1007.2|0|0|0|32.4|109.5
113|11/4/2025 7:06:32 PM|20.3|78|20.7|72|15.4|20.7|1.5|2|90|1006.1|1007.3|0|0|0|32.4|109.5
114|11/4/2025 7:16:32 PM|20.3|78|20.7|71|15.3|20.7|1.8|2.6|135|1006.3|1007.5|0|0|0|32.4|109.5
115|11/4/2025 7:26:32 PM|20.2|78|20.5|72|15.3|20.5|1.1|2|135|1006.1|1007.3|0|0|0|32.4|109.5
116|11/4/2025 7:36:32 PM|20.2|78|20.6|71|15.2|20.6|0.5|0.7|135|1006|1007.2|0|0|0|32.4|109.5
117|11/4/2025 7:46:32 PM|20.1|78|20.6|70|15|20.6|1.4|1.7|90|1006.2|1007.4|0|0|0|32.4|109.5
118|11/4/2025 7:56:32 PM|20.1|78|20.7|70|15|20.7|1.2|1.7|135|1006.4|1007.6|0|0|0|32.4|109.5
119|11/4/2025 8:06:32 PM|20|78|20.6|70|15|20.6|0.3|0.7|45|1006.4|1007.6|0|0|0|32.4|109.5
120|11/4/2025 8:16:32 PM|19.9|78|20.3|71|14.9|20.3|0.9|1.3|180|1006.4|1007.6|0|0|0|32.4|109.5
121|11/4/2025 8:26:32 PM|19.9|78|20.3|71|14.9|20.3|1.7|2|180|1007.2|1008.4|0|0|0|32.4|109.5
122|11/4/2025 8:36:32 PM|19.8|78|20.3|71|14.9|20.3|1.4|1.7|180|1007|1008.2|0|0|0|32.4|109.5
123|11/4/2025 8:46:32 PM|19.8|78|20.1|71|14.7|20.1|0.2|0.3|0|1006.4|1007.6|0|0|0|32.4|109.5
124|11/4/2025 8:56:32 PM|19.7|78|20.1|70|14.4|20.1|1|1.3|135|1006.4|1007.6|0|0|0|32.4|109.5
125|11/4/2025 9:06:32 PM|19.7|78|20.7|65|13.9|20.7|1.2|1.3|45|1005.6|1006.8|0|0|0|32.4|109.5
126|11/4/2025 9:16:32 PM|19.7|78|20.9|62|13.4|20.9|2.1|2.3|90|1005.6|1006.8|0|0|0|32.4|109.5
127|11/4/2025 9:26:32 PM|19.6|78|20.9|62|13.4|20.9|2.1|2.3|90|1004.9|1006.1|0|0|0|32.4|109.5
128|11/4/2025 9:36:32 PM|19.6|78|21|62|13.4|21|2.2|3.6|135|1005.4|1006.6|0|0|0|32.4|109.5
129|11/4/2025 9:46:32 PM|19.5|78|21.1|58|12.6|21.1|1.9|2.6|90|1005|1006.2|0|0|0|32.4|109.5
130|11/4/2025 9:56:32 PM|19.4|78|21.1|57|12.3|21.1|3.1|4.3|135|1004.7|1005.9|0|0|0|32.4|109.5
131|11/4/2025 10:06:32 PM|19.4|78|21.2|56|12.1|21.2|2.6|3.3|135|1005.3|1006.5|0|0|0|32.4|109.5
132|11/4/2025 10:16:32 PM|19.3|77|21.2|55|11.8|21.2|1.7|2.6|90|1004.4|1005.6|0|0|0|32.4|109.5
133|11/4/2025 10:26:32 PM|19.3|77|21.2|55|11.8|21.2|1.7|2.6|90|1004.4|1005.6|0|0|0|32.4|109.5
134|11/4/2025 10:36:32 PM|19.2|77|21.3|54|11.7|21.3|4.2|5.9|135|1004|1005.2|0|0|0|32.4|109.5
135|11/4/2025 10:46:32 PM|19.2|76|21.3|55|11.9|21.3|2.4|3|90|1003.8|1005|0|0|0|32.4|109.5
136|11/4/2025 10:56:32 PM|19.2|76|21.2|56|12.1|21.2|2.4|3.6|135|1004.1|1005.3|0|0|0|32.4|109.5
137|11/4/2025 11:06:32 PM|19.1|76|20.7|60|12.7|20.7|2.6|3|135|1003.6|1004.8|0|0|0|32.4|109.5
138|11/4/2025 11:16:32 PM|19.1|76|20.6|60|12.6|20.6|1.3|1.7|180|1004|1005.2|0|0|0|32.4|109.5
139|11/4/2025 11:26:32 PM|19.1|76|20.8|60|12.8|20.8|2.9|3.3|135|1003.5|1004.7|0|0|0|32.4|109.5
140|11/4/2025 11:36:32 PM|19.1|76|20.5|62|13|20.5|1.9|2.3|90|1003|1004.2|0|0|0|32.4|109.5
141|11/4/2025 11:46:32 PM|19|76|20.4|63|13.2|20.4|2.2|3.3|135|1002.3|1003.5|0|0|0|32.4|109.5
142|11/4/2025 11:56:32 PM|19|76|20.3|64|13.3|20.3|1.8|2|90|1002.8|1004|0|0|0|32.4|109.5
143|11/5/2025 12:06:32 AM|19|76|20.4|65|13.7|20.4|2.9|3.6|225|1003.5|1004.7|0|0|0|32.4|109.5
144|11/5/2025 12:16:32 AM|19|76|20.2|65|13.4|20.2|2|2.3|135|1004.6|1005.8|0|0|0|32.4|109.5
145|11/5/2025 12:26:32 AM|19|76|20.1|67|13.8|20.1|2.2|2.3|135|1004.4|1005.6|0|0|0|32.4|109.5
146|11/5/2025 12:36:32 AM|18.9|76|20.1|67|13.8|20.1|0.9|1.3|90|1003.8|1005|0|0|0|32.4|109.5
147|11/5/2025 12:46:32 AM|18.9|76|20.2|66|13.6|20.2|1.5|2|45|1004|1005.2|0|0|0|32.4|109.5
148|11/5/2025 12:56:32 AM|18.9|76|20.5|63|13.2|20.5|2.4|3|135|1003.9|1005.1|0|0|0|32.4|109.5
149|11/5/2025 1:06:32 AM|18.9|77|20.5|63|13.2|20.5|2.4|3|135|1003.1|1004.3|0|0|0|32.4|109.5
150|11/5/2025 1:16:32 AM|18.9|76|20.3|64|13.3|20.3|1.9|2.6|90|1003.3|1004.5|0|0|0|32.4|109.5
151|11/5/2025 1:26:32 AM|18.9|77|20.4|65|13.7|20.4|1.2|1.7|90|1003.9|1005.1|0|0|0|32.4|109.5
152|11/5/2025 1:36:32 AM|18.9|76|20.9|63|13.7|20.9|1.3|1.7|180|1003.2|1004.4|0|0|0|32.4|109.5
153|11/5/2025 1:46:32 AM|18.9|76|20.5|69|14.7|20.5|0.9|1.7|135|1003.2|1004.4|0|0|0|32.4|109.5
154|11/5/2025 1:56:32 AM|18.8|77|19.9|73|14.9|19.9|3|5|90|1002.9|1004.1|0|0|0|32.4|109.5
155|11/5/2025 2:06:32 AM|18.8|77|19.6|75|15.1|19.6|1.3|1.7|90|1002.8|1004|0.3|0.3|0.3|32.7|109.8
156|11/5/2025 2:16:32 AM|18.8|77|19.5|76|15.2|19.5|3.2|4.3|135|1002.4|1003.6|0.3|0.3|0.3|32.7|109.8
157|11/5/2025 2:26:32 AM|18.8|77|19.7|75|15.1|19.7|4.5|6.9|135|1001.8|1003|0.3|0.3|0.3|32.7|109.8
158|11/5/2025 2:36:32 AM|18.8|78|19.8|75|15.2|19.8|2.6|3.6|90|1002.1|1003.3|0.3|0.3|0.3|32.7|109.8
159|11/5/2025 2:46:32 AM|18.8|78|20|73|15.1|20|0.6|1|225|1002|1003.2|0.3|0.3|0.3|32.7|109.8
160|11/5/2025 2:56:32 AM|18.8|78|20.4|72|15.2|20.4|2|4.6|90|1001.9|1003.1|0.3|0.3|0.3|32.7|109.8
161|11/5/2025 3:06:32 AM|18.8|78|19.9|75|15.3|19.9|3.3|4.3|180|1002.1|1003.3|0|0.3|0.3|32.7|109.8
162|11/5/2025 3:16:32 AM|18.7|78|19.6|76|15.3|19.6|1.6|2|135|1002.2|1003.4|0.3|0.6|0.6|33|110.1
163|11/5/2025 3:26:32 AM|18.7|78|19.2|80|15.7|19.2|1.1|1.7|90|1001.4|1002.6|0.3|0.6|0.6|33|110.1
164|11/5/2025 3:36:32 AM|18.7|78|19.2|80|15.7|19.2|0.4|1|180|1001.6|1002.8|0.3|0.6|0.6|33|110.1
165|11/5/2025 3:46:32 AM|18.7|78|18.8|84|16.1|18.8|1.4|1.7|45|1001.5|1002.7|0.6|0.9|0.9|33.3|110.4
166|11/5/2025 3:56:32 AM|18.7|78|18.8|85|16.3|18.8|2.6|3|135|1001.3|1002.5|1.5|1.8|1.8|34.2|111.3
167|11/5/2025 4:06:32 AM|18.7|79|18.8|86|16.4|18.8|2.7|4|180|1001.1|1002.3|0.3|2.1|2.1|34.5|111.6
168|11/5/2025 4:16:32 AM|18.7|79|19.2|86|16.8|19.2|1.4|1.7|180|1000.7|1001.9|0.3|2.1|2.1|34.5|111.6
169|11/5/2025 4:26:32 AM|18.7|79|19.1|86|16.7|19.1|3.2|4|90|1000.5|1001.7|0.3|2.1|2.1|34.5|111.6
170|11/5/2025 4:36:32 AM|18.8|80|19.5|85|16.9|19.5|3.2|4.6|180|1000.5|1001.7|0.3|2.1|2.1|34.5|111.6
171|11/5/2025 4:46:32 AM|18.8|80|19.4|86|17.1|19.4|1.6|2.3|225|1000.2|1001.4|0.6|2.4|2.4|34.8|111.9
172|11/5/2025 4:56:32 AM|18.8|80|19.4|87|17.2|19.4|2.9|6.3|90|999.6|1000.8|0.6|2.4|2.4|34.8|111.9
173|11/5/2025 5:06:32 AM|18.8|80|19.3|88|17.3|19.3|0.6|0.7|135|999.9|1001.1|0.6|3|3|35.4|112.5
174|11/5/2025 5:16:32 AM|18.8|80|19|90|17.3|19|1.1|1.7|180|999.2|1000.4|2.4|4.8|4.8|37.2|114.3
175|11/5/2025 5:26:32 AM|18.9|81|19|90|17.3|19|3.2|4.3|180|999.4|1000.6|2.4|4.8|4.8|37.2|114.3
176|11/5/2025 5:36:32 AM|18.9|81|18.9|91|17.4|18.9|1.6|3|180|999.3|1000.5|6.3|8.7|8.7|41.1|118.2
177|11/5/2025 5:46:32 AM|18.9|81|19|89|17.2|19|2.7|3|180|999.4|1000.6|6.6|9|9|41.4|118.5
178|11/5/2025 5:56:32 AM|19|81|18.8|92|17.6|18.8|1.4|1.7|90|999.7|1000.9|12.9|15.3|15.3|47.7|124.8
179|11/5/2025 6:06:32 AM|19|82|19.2|91|17.7|19.2|1.6|2.3|45|999.6|1000.8|0|15.3|15.3|47.7|124.8
180|11/5/2025 6:16:32 AM|19.1|82|19.2|91|17.7|19.2|1|1.3|0|999.5|1000.7|0|15.3|15.3|47.7|124.8
181|11/5/2025 6:26:32 AM|19.1|82|19.1|91|17.6|19.1|1.7|2.3|225|999.8|1001|0|15.3|15.3|47.7|124.8
182|11/5/2025 6:36:32 AM|19.1|82|19.2|89|17.3|19.2|1|1.7|135|999.6|1000.8|0|15.3|15.3|47.7|124.8
183|11/5/2025 6:46:32 AM|19.1|82|19.1|89|17.2|19.1|1.3|1.7|180|999.8|1001|0|15.3|15.3|47.7|124.8
184|11/5/2025 6:56:32 AM|19.1|82|19.1|89|17.2|19.1|0.9|1.3|90|999.8|1001|0|15.3|15.3|47.7|124.8
185|11/5/2025 7:06:32 AM|19.1|82|18.9|89|17.1|18.9|1.4|2|90|999.5|1000.7|0|15.3|15.3|47.7|124.8
186|11/5/2025 7:16:32 AM|19.2|82|18.8|89|16.9|18.8|1.9|3|315|999.5|1000.7|0|15.3|15.3|47.7|124.8
187|11/5/2025 7:26:32 AM|19.1|82|18.8|90|17.2|18.8|0.7|1|180|999.4|1000.6|0.3|15.6|15.6|48|125.1
188|11/5/2025 7:36:32 AM|19.1|82|18.8|90|17.2|18.8|1|1.3|180|999|1000.2|1.2|16.5|16.5|48.9|126
189|11/5/2025 7:46:32 AM|19.1|82|19|91|17.5|19|0.2|0.3|135|998.5|999.7|1.5|16.8|16.8|49.2|126.3
190|11/5/2025 7:56:32 AM|19.1|82|19.2|91|17.7|19.2|0|0|135|998.1|999.3|1.5|16.8|16.8|49.2|126.3
191|11/5/2025 8:06:32 AM|19.1|82|19.4|91|17.9|19.4|1.4|2|225|998.4|999.6|0|16.8|16.8|49.2|126.3
192|11/5/2025 8:16:32 AM|19.1|82|19.8|90|18.1|19.8|6.6|8.6|135|998.9|1000.1|0.3|17.1|17.1|49.5|126.6
193|11/5/2025 8:26:32 AM|19.1|83|19.5|88|17.5|19.5|1.5|2|135|999.1|1000.3|0.3|17.1|17.1|49.5|126.6
194|11/5/2025 8:36:32 AM|19.2|83|18.9|84|16.2|18.9|6.9|7.9|225|999|1000.2|0.3|17.1|17.1|49.5|126.6
